compound	donor	gives to	average probability of donation
M_ile__L_e	Actinobacteria_sp_DTU-UNIPD965	25	0.5396
M_ile__L_e	Bacillus_sp_DTU-UNIPD918	19	0.8194736842105262
M_ile__L_e	Bacillus_sp_DTU-UNIPD958	27	0.538148148148148
M_ile__L_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	25	0.6301333333333333
M_ile__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	21	0.7290476190476189
M_ile__L_e	Cloacibacillus_sp_DTU-UNIPD942	27	0.5566666666666666
M_ile__L_e	Clostridia_sp_DTU-UNIPD946	28	0.5397619047619047
M_ile__L_e	Clostridia_sp_DTU-UNIPD970	23	0.6295652173913043
M_ile__L_e	Clostridiales_sp_DTU-UNIPD939	25	0.5364
M_ile__L_e	Clostridiales_sp_DTU-UNIPD971	23	0.5895652173913042
M_ile__L_e	Firmicutes_sp_DTU-UNIPD921	29	0.6039080459770116
M_ile__L_e	Firmicutes_sp_DTU-UNIPD930	25	0.5813333333333333
M_ile__L_e	Firmicutes_sp_DTU-UNIPD938	25	0.6151999999999999
M_ile__L_e	Firmicutes_sp_DTU-UNIPD940	22	0.6696969696969697
M_ile__L_e	Firmicutes_sp_DTU-UNIPD959	29	0.5241379310344827
M_ile__L_e	Ruminococcaceae_sp_DTU-UNIPD949	26	0.6284615384615383
M_ile__L_e	Ruminococcaceae_sp_DTU-UNIPD968	31	0.5181720430107527
M_ile__L_e	Sphaerochaeta_sp_DTU-UNIPD963	20	0.8211666666666666
M_ile__L_e	Synergistetes_sp_DTU-UNIPD919	14	0.9642857142857143
M_ile__L_e	Syntrophothermus_sp_DTU-UNIPD934	30	0.5564444444444445
M_ile__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	21	0.6939682539682539
M_indole_e	Acholeplasmatales_sp_DTU-UNIPD950	1	0.52
M_indole_e	Catabacter_sp_DTU-UNIPD932	4	0.7825
M_indole_e	Clostridia_sp_DTU-UNIPD961	9	0.6355555555555555
M_indole_e	Firmicutes_sp_DTU-UNIPD938	11	0.9393939393939393
M_indole_e	Limnochordia_sp_DTU-UNIPD975	10	0.557
M_indole_e	Syntrophomonas_sp_DTU-UNIPD935	7	0.8085714285714286
M_indole_e	Tepidanaerobacter_sp_DTU-UNIPD928	8	0.7162499999999999
M_indole_e	bin_8_metaspades	3	0.7633333333333333
M_inost_e	Aeromicrobium_sp_DTU-UNIPD973	4	0.63
M_inost_e	Alcaligenaceae_sp_DTU-UNIPD943	3	0.5066666666666667
M_inost_e	Azonexus_sp_DTU-UNIPD953	2	0.41666666666666663
M_inost_e	Bacillus_sp_DTU-UNIPD918	5	0.51
M_inost_e	Bacillus_sp_DTU-UNIPD958	6	0.19166666666666665
M_inost_e	Bacteroidales_sp_DTU-UNIPD922	4	0.41250000000000003
M_inost_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	4	0.3825
M_inost_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	4	0.42500000000000004
M_inost_e	Clostridia_sp_DTU-UNIPD948	3	0.36000000000000004
M_inost_e	Clostridia_sp_DTU-UNIPD970	2	1.0
M_inost_e	Clostridiales_sp_DTU-UNIPD926	1	0.5
M_inost_e	Firmicutes_sp_DTU-UNIPD954	4	0.51
M_inost_e	Limnochordia_sp_DTU-UNIPD962	2	0.06
M_inost_e	Limnochordia_sp_DTU-UNIPD975	6	0.5266666666666666
M_inost_e	Methanothermobacter_wolfeii_DTU-UNIPD957	5	0.41600000000000004
M_inost_e	Petrimonas_sp_DTU-UNIPD925	3	1.0
M_inost_e	Rikenellaceae_sp_DTU-UNIPD929	1	1.0
M_inost_e	Ruminococcaceae_sp_DTU-UNIPD968	9	0.14444444444444446
M_inost_e	Syntrophomonas_sp_DTU-UNIPD935	5	0.426
M_ins_e	Bacteroidales_sp_DTU-UNIPD922	2	0.75
M_ins_e	Clostridia_sp_DTU-UNIPD924	1	1.0
M_ins_e	Methanoculleus_thermophilus_DTU-UNIPD927	2	0.745
M_lac__D_e	Bacteroidales_sp_DTU-UNIPD922	3	0.24333333333333332
M_lac__D_e	Burkholderiales_sp_DTU-UNIPD944	1	0.04
M_lac__D_e	Catabacter_sp_DTU-UNIPD932	3	0.5633333333333334
M_lac__D_e	Clostridia_sp_DTU-UNIPD946	3	0.24666666666666667
M_lac__D_e	Clostridia_sp_DTU-UNIPD970	1	0.04
M_lac__D_e	Firmicutes_sp_DTU-UNIPD940	3	0.2733333333333333
M_lac__D_e	Firmicutes_sp_DTU-UNIPD954	1	0.09
M_lac__D_e	Methanothermobacter_wolfeii_DTU-UNIPD957	1	0.7
M_lac__D_e	Sphaerochaeta_sp_DTU-UNIPD955	2	0.53
M_lac__D_e	Syntrophothermus_sp_DTU-UNIPD934	2	0.09
M_lac__D_e	bin_8_metaspades	3	0.36000000000000004
M_lac__L_e	Acetomicrobium_sp_DTU-UNIPD972	2	0.025
M_lac__L_e	Bacillus_sp_DTU-UNIPD918	2	0.030000000000000002
M_lac__L_e	Bacillus_sp_DTU-UNIPD958	5	0.094
M_lac__L_e	Burkholderiales_sp_DTU-UNIPD944	2	0.53
M_lac__L_e	Catabacter_sp_DTU-UNIPD932	3	0.06999999999999999
M_lac__L_e	Clostridia_sp_DTU-UNIPD961	1	0.03
M_lac__L_e	Clostridia_sp_DTU-UNIPD970	1	0.04
M_lac__L_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	1.0
M_lac__L_e	Firmicutes_sp_DTU-UNIPD930	2	0.51
M_lac__L_e	Firmicutes_sp_DTU-UNIPD938	1	0.02
M_lac__L_e	Firmicutes_sp_DTU-UNIPD940	3	0.2333333333333333
M_lac__L_e	Firmicutes_sp_DTU-UNIPD966	1	0.95
M_lac__L_e	Synergistetes_sp_DTU-UNIPD919	2	0.08833333333333333
M_lac__L_e	Syntrophomonas_sp_DTU-UNIPD935	4	0.03
M_leu__L_e	Aminobacterium_colombiense_DTU-UNIPD933	17	0.9588235294117647
M_leu__L_e	Bacillus_sp_DTU-UNIPD918	23	0.7491304347826085
M_leu__L_e	Bacillus_sp_DTU-UNIPD958	34	0.5258823529411766
M_leu__L_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	26	0.6615384615384615
M_leu__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	24	0.7206944444444444
M_leu__L_e	Catabacter_sp_DTU-UNIPD932	18	0.7849999999999999
M_leu__L_e	Cloacibacillus_sp_DTU-UNIPD942	40	0.49449999999999994
M_leu__L_e	Clostridia_sp_DTU-UNIPD946	32	0.5059374999999999
M_leu__L_e	Clostridia_sp_DTU-UNIPD970	27	0.704074074074074
M_leu__L_e	Clostridiales_sp_DTU-UNIPD939	27	0.6870370370370372
M_leu__L_e	Firmicutes_sp_DTU-UNIPD921	32	0.6040625
M_leu__L_e	Firmicutes_sp_DTU-UNIPD930	26	0.6846153846153845
M_leu__L_e	Firmicutes_sp_DTU-UNIPD938	24	0.69875
M_leu__L_e	Firmicutes_sp_DTU-UNIPD940	22	0.7704545454545456
M_leu__L_e	Methanothermobacter_wolfeii_DTU-UNIPD957	38	0.5321052631578947
M_leu__L_e	Ruminococcaceae_sp_DTU-UNIPD949	29	0.5651724137931035
M_leu__L_e	Ruminococcaceae_sp_DTU-UNIPD968	32	0.56875
M_leu__L_e	Sphaerochaeta_sp_DTU-UNIPD963	22	0.8181818181818182
M_leu__L_e	Synergistetes_sp_DTU-UNIPD919	18	0.8555555555555556
M_leu__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	27	0.6614814814814814
M_lmn2_e	Clostridia_sp_DTU-UNIPD951	1	1.0
M_lmn2_e	Rikenellaceae_sp_DTU-UNIPD929	1	1.0
M_lmn2_e	Ruminococcaceae_sp_DTU-UNIPD968	2	0.505
M_lys__L_e	Aeromicrobium_sp_DTU-UNIPD973	14	0.6457142857142857
M_lys__L_e	Alcaligenaceae_sp_DTU-UNIPD943	10	0.9
M_lys__L_e	Azonexus_sp_DTU-UNIPD953	14	0.8049999999999999
M_lys__L_e	Burkholderiales_sp_DTU-UNIPD944	13	0.7369230769230768
M_lys__L_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	20	0.5285000000000001
M_lys__L_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	13	0.5764102564102564
M_lys__L_e	Clostridia_sp_DTU-UNIPD946	21	0.4519047619047619
M_lys__L_e	Clostridia_sp_DTU-UNIPD964	23	0.34869565217391296
M_lys__L_e	Clostridia_sp_DTU-UNIPD970	18	0.4883333333333333
M_lys__L_e	Clostridiales_sp_DTU-UNIPD971	23	0.4436231884057971
M_lys__L_e	Firmicutes_sp_DTU-UNIPD921	24	0.3823611111111111
M_lys__L_e	Ilumatobacter_sp_DTU-UNIPD920	17	0.5994117647058823
M_lys__L_e	Methanoculleus_thermophilus_DTU-UNIPD927	25	0.38159999999999994
M_lys__L_e	Methanothermobacter_wolfeii_DTU-UNIPD957	22	0.47
M_mal__L_e	Bacillus_sp_DTU-UNIPD918	4	0.44499999999999995
M_mal__L_e	Bacillus_sp_DTU-UNIPD958	9	0.17222222222222225
M_mal__L_e	Burkholderiales_sp_DTU-UNIPD944	2	0.53
M_mal__L_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	4	0.2575
M_mal__L_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	2	0.505
M_mal__L_e	Firmicutes_sp_DTU-UNIPD938	8	0.29624999999999996
M_mal__L_e	Methanothermobacter_wolfeii_DTU-UNIPD957	13	0.22307692307692312
M_mal__L_e	Synergistetes_sp_DTU-UNIPD919	5	0.32333333333333336
M_mal__L_e	Syntrophomonas_sp_DTU-UNIPD935	2	0.525
M_malt_e	Bacillales_sp_DTU-UNIPD969	8	0.62625
M_malt_e	Bacillus_sp_DTU-UNIPD918	2	0.565
M_malt_e	Bacillus_sp_DTU-UNIPD958	4	0.5599999999999999
M_malt_e	Bacteroidales_sp_DTU-UNIPD936	15	0.7566666666666666
M_malt_e	Catabacter_sp_DTU-UNIPD932	4	0.6733333333333333
M_malt_e	Clostridia_sp_DTU-UNIPD948	4	0.5700000000000001
M_malt_e	Clostridia_sp_DTU-UNIPD961	4	0.5775
M_malt_e	Clostridia_sp_DTU-UNIPD964	13	0.30564102564102563
M_malt_e	Clostridiales_sp_DTU-UNIPD971	3	0.5177777777777778
M_malt_e	Fermentimonas_massiliensis_DTU-UNIPD960	8	0.87625
M_malt_e	Firmicutes_sp_DTU-UNIPD921	3	0.7222222222222223
M_malt_e	Limnochordia_sp_DTU-UNIPD962	2	1.0
M_malt_e	Limnochordia_sp_DTU-UNIPD975	9	0.6844444444444444
M_malt_e	Petrimonas_sp_DTU-UNIPD925	6	0.888888888888889
M_malt_e	bin_8_metaspades	1	0.5
M_malttr_e	Bacillus_sp_DTU-UNIPD918	4	0.6275000000000001
M_malttr_e	Bacillus_sp_DTU-UNIPD958	4	0.6174999999999999
M_malttr_e	Clostridia_sp_DTU-UNIPD948	8	0.5329166666666666
M_malttr_e	Clostridia_sp_DTU-UNIPD961	3	0.42
M_malttr_e	Clostridia_sp_DTU-UNIPD964	13	0.391025641025641
M_malttr_e	Clostridiales_sp_DTU-UNIPD971	2	0.345
M_malttr_e	Fermentimonas_massiliensis_DTU-UNIPD960	2	1.0
M_malttr_e	Firmicutes_sp_DTU-UNIPD921	2	0.7849999999999999
M_malttr_e	Limnochordia_sp_DTU-UNIPD962	3	0.47000000000000003
M_malttr_e	Limnochordia_sp_DTU-UNIPD975	1	1.0
M_malttr_e	Petrimonas_sp_DTU-UNIPD925	4	1.0
M_man1p_e	Acidaminococcales_sp_DTU-UNIPD952	1	0.29
M_man1p_e	Actinobacteria_sp_DTU-UNIPD965	14	0.8852380952380953
M_man1p_e	Aminobacterium_colombiense_DTU-UNIPD933	5	1.0
M_man1p_e	Bacteroidales_sp_DTU-UNIPD922	3	0.7799999999999999
M_man1p_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	11	0.8669696969696971
M_man1p_e	Catabacter_sp_DTU-UNIPD932	3	1.0
M_man1p_e	Clostridia_sp_DTU-UNIPD924	5	1.0
M_man1p_e	Clostridia_sp_DTU-UNIPD961	6	0.795
M_man1p_e	Clostridia_sp_DTU-UNIPD964	5	0.7699999999999999
M_man1p_e	Clostridiales_sp_DTU-UNIPD971	15	0.95
M_man1p_e	Firmicutes_sp_DTU-UNIPD974	7	0.8461904761904763
M_man1p_e	Methanoculleus_thermophilus_DTU-UNIPD927	3	0.5222222222222223
M_man1p_e	Sphaerochaeta_sp_DTU-UNIPD955	5	1.0
M_man1p_e	Sphaerochaeta_sp_DTU-UNIPD963	12	0.9583333333333334
M_man1p_e	Synergistetes_sp_DTU-UNIPD919	1	1.0
M_man1p_e	Syntrophomonas_sp_DTU-UNIPD935	8	0.81125
M_man6p_e	Actinobacteria_sp_DTU-UNIPD965	3	0.6733333333333333
M_man6p_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	2	0.75
M_man6p_e	Firmicutes_sp_DTU-UNIPD938	1	1.0
M_man6p_e	Synergistetes_sp_DTU-UNIPD919	1	0.5
M_melib_e	Acetomicrobium_sp_DTU-UNIPD972	2	1.0
M_melib_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	2	1.0
M_melib_e	Cloacibacillus_sp_DTU-UNIPD942	2	0.265
M_melib_e	Clostridia_sp_DTU-UNIPD924	2	0.29000000000000004
M_melib_e	Firmicutes_sp_DTU-UNIPD954	2	0.24
M_melib_e	Petrimonas_sp_DTU-UNIPD925	2	0.5
M_meoh_e	Bacteroidales_sp_DTU-UNIPD922	3	0.3966666666666667
M_meoh_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	3	0.23555555555555555
M_meoh_e	Cloacibacillus_sp_DTU-UNIPD942	4	0.0925
M_meoh_e	Firmicutes_sp_DTU-UNIPD954	4	0.07250000000000001
M_meoh_e	Firmicutes_sp_DTU-UNIPD966	1	0.02
M_meoh_e	Limnochordia_sp_DTU-UNIPD975	4	0.24750000000000003
M_murein5p4p_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	0.03
M_murein5p4p_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	1	0.09090909090909093
M_murein5p4p_e	Clostridiales_sp_DTU-UNIPD926	1	0.01
M_murein5p4p_e	Firmicutes_sp_DTU-UNIPD940	2	0.02
M_murein5p4p_e	Firmicutes_sp_DTU-UNIPD954	2	0.025
M_murein5p5p5p_e	Bacillus_sp_DTU-UNIPD918	1	0.3333333333333333
M_murein5p5p5p_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.13
M_murein5p5p5p_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	1	0.5
M_murein5p5p5p_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	1	0.09090909090909093
M_murein5p5p5p_e	Clostridiales_sp_DTU-UNIPD926	2	0.17666666666666667
M_murein5p5p5p_e	Firmicutes_sp_DTU-UNIPD954	1	0.06
M_murein5p5p5p_e	Firmicutes_sp_DTU-UNIPD974	1	1.0
M_murein5p5p5p_e	Ruminococcaceae_sp_DTU-UNIPD949	3	0.013333333333333334
M_murein5p5p_e	Bacillus_sp_DTU-UNIPD918	1	0.04
M_murein5p5p_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.215
M_murein5p5p_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	1	0.09090909090909093
M_murein5p5p_e	Clostridiales_sp_DTU-UNIPD926	1	0.01
M_murein5p5p_e	Clostridiales_sp_DTU-UNIPD939	1	0.02
M_murein5p5p_e	Clostridiales_sp_DTU-UNIPD956	1	0.01
M_murein5p5p_e	Firmicutes_sp_DTU-UNIPD940	1	0.04
M_murein5p5p_e	Firmicutes_sp_DTU-UNIPD945	1	0.01
M_murein5p5p_e	Firmicutes_sp_DTU-UNIPD954	3	0.02
M_murein5p5p_e	Ruminococcaceae_sp_DTU-UNIPD949	5	0.014000000000000002
M_murein5p5p_e	Ruminococcaceae_sp_DTU-UNIPD968	1	0.03
M_murein5px4p_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.025
M_murein5px4p_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	1	0.09090909090909093
M_murein5px4p_e	Clostridiales_sp_DTU-UNIPD926	1	0.02
M_murein5px4p_e	Firmicutes_sp_DTU-UNIPD940	2	0.025
M_murein5px4p_e	Firmicutes_sp_DTU-UNIPD954	2	0.03
M_murein5px4p_e	Ruminococcaceae_sp_DTU-UNIPD949	3	0.01
M_murein5px4p_e	Tepidanaerobacter_sp_DTU-UNIPD928	1	0.01
M_murein5px4px4p_e	Bacillus_sp_DTU-UNIPD958	1	0.01
M_murein5px4px4p_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	1	0.022727272727272728
M_murein5px4px4p_e	Clostridiales_sp_DTU-UNIPD926	1	0.02
M_murein5px4px4p_e	Clostridiales_sp_DTU-UNIPD939	1	0.01
M_murein5px4px4p_e	Firmicutes_sp_DTU-UNIPD940	1	0.03
M_murein5px4px4p_e	Firmicutes_sp_DTU-UNIPD954	1	0.03
M_murein5px4px4p_e	Ruminococcaceae_sp_DTU-UNIPD949	1	0.01
M_murein5px4px4p_e	Ruminococcaceae_sp_DTU-UNIPD968	1	0.01
M_nh4_e	Acetomicrobium_sp_DTU-UNIPD972	16	0.20208333333333334
M_nh4_e	Acholeplasmatales_sp_DTU-UNIPD950	14	0.1457142857142857
M_nh4_e	Acidaminococcales_sp_DTU-UNIPD952	16	0.18125000000000002
M_nh4_e	Actinobacteria_sp_DTU-UNIPD965	15	0.2393333333333333
M_nh4_e	Aeromicrobium_sp_DTU-UNIPD973	5	0.38
M_nh4_e	Alcaligenaceae_sp_DTU-UNIPD943	9	0.5655555555555556
M_nh4_e	Aminobacterium_colombiense_DTU-UNIPD933	5	0.644
M_nh4_e	Azonexus_sp_DTU-UNIPD953	6	0.5777777777777777
M_nh4_e	Bacillales_sp_DTU-UNIPD969	14	0.155
M_nh4_e	Bacillus_sp_DTU-UNIPD918	13	0.30615384615384617
M_nh4_e	Bacillus_sp_DTU-UNIPD958	18	0.08555555555555557
M_nh4_e	Bacteroidales_sp_DTU-UNIPD922	19	0.2121052631578947
M_nh4_e	Bacteroidales_sp_DTU-UNIPD936	5	0.52
M_nh4_e	Burkholderiales_sp_DTU-UNIPD944	8	0.4526580459770115
M_nh4_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	15	0.22155555555555553
M_nh4_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	11	0.16393939393939394
M_nh4_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	16	0.1695833333333333
M_nh4_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	13	0.2276923076923077
M_nh4_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	15	0.29577777777777775
M_nh4_e	Catabacter_sp_DTU-UNIPD932	9	0.31740740740740736
M_nh4_e	Cloacibacillus_sp_DTU-UNIPD942	22	0.13454545454545455
M_nh4_e	Clostridia_sp_DTU-UNIPD924	15	0.3184444444444444
M_nh4_e	Clostridia_sp_DTU-UNIPD946	19	0.18210526315789471
M_nh4_e	Clostridia_sp_DTU-UNIPD948	6	0.27499999999999997
M_nh4_e	Clostridia_sp_DTU-UNIPD951	19	0.3114035087719298
M_nh4_e	Clostridia_sp_DTU-UNIPD961	20	0.20266666666666663
M_nh4_e	Clostridia_sp_DTU-UNIPD964	17	0.20529411764705882
M_nh4_e	Clostridia_sp_DTU-UNIPD970	16	0.12187500000000001
M_nh4_e	Clostridiales_sp_DTU-UNIPD926	11	0.1981818181818182
M_nh4_e	Clostridiales_sp_DTU-UNIPD939	18	0.18555555555555558
M_nh4_e	Clostridiales_sp_DTU-UNIPD956	7	0.26904761904761904
M_nh4_e	Clostridiales_sp_DTU-UNIPD971	18	0.19685185185185186
M_nh4_e	Fermentimonas_massiliensis_DTU-UNIPD960	10	0.40366666666666673
M_nh4_e	Firmicutes_sp_DTU-UNIPD921	19	0.2919298245614035
M_nh4_e	Firmicutes_sp_DTU-UNIPD923	10	0.131
M_nh4_e	Firmicutes_sp_DTU-UNIPD930	18	0.2935185185185185
M_nh4_e	Firmicutes_sp_DTU-UNIPD938	19	0.19649122807017544
M_nh4_e	Firmicutes_sp_DTU-UNIPD940	12	0.24833333333333332
M_nh4_e	Firmicutes_sp_DTU-UNIPD945	18	0.17388888888888887
M_nh4_e	Firmicutes_sp_DTU-UNIPD954	17	0.19529411764705878
M_nh4_e	Firmicutes_sp_DTU-UNIPD959	24	0.21138888888888885
M_nh4_e	Firmicutes_sp_DTU-UNIPD966	17	0.37941176470588234
M_nh4_e	Firmicutes_sp_DTU-UNIPD974	14	0.255952380952381
M_nh4_e	Ilumatobacter_sp_DTU-UNIPD920	11	0.38818181818181824
M_nh4_e	Limnochordia_sp_DTU-UNIPD962	12	0.26666666666666666
M_nh4_e	Limnochordia_sp_DTU-UNIPD975	21	0.11761904761904761
M_nh4_e	Methanoculleus_thermophilus_DTU-UNIPD927	14	0.2807142857142857
M_nh4_e	Methanothermobacter_wolfeii_DTU-UNIPD957	16	0.268125
M_nh4_e	Petrimonas_sp_DTU-UNIPD925	4	0.7083333333333334
M_nh4_e	Pseudorhodobacter_sp_DTU-UNIPD967	10	0.3593333333333334
M_nh4_e	Rikenellaceae_sp_DTU-UNIPD929	15	0.40711111111111103
M_nh4_e	Ruminococcaceae_sp_DTU-UNIPD949	16	0.18312499999999998
M_nh4_e	Ruminococcaceae_sp_DTU-UNIPD968	13	0.1317948717948718
M_nh4_e	Sphaerochaeta_sp_DTU-UNIPD955	13	0.5302564102564102
M_nh4_e	Sphaerochaeta_sp_DTU-UNIPD963	7	0.4909523809523809
M_nh4_e	Synergistetes_sp_DTU-UNIPD919	8	0.24541666666666667
M_nh4_e	Syntrophomonas_sp_DTU-UNIPD935	8	0.295
M_nh4_e	Syntrophothermus_sp_DTU-UNIPD934	1	0.06
M_nh4_e	Tepidanaerobacter_sp_DTU-UNIPD928	17	0.07843137254901965
M_nh4_e	bin_8_metaspades	11	0.14333333333333334
M_no2_e	Actinobacteria_sp_DTU-UNIPD965	2	0.02
M_no2_e	Alcaligenaceae_sp_DTU-UNIPD943	4	0.8125
M_no2_e	Aminobacterium_colombiense_DTU-UNIPD933	1	1.0
M_no2_e	Azonexus_sp_DTU-UNIPD953	1	1.0
M_no2_e	Bacillus_sp_DTU-UNIPD958	1	1.0
M_no2_e	Bacteroidales_sp_DTU-UNIPD922	1	1.0
M_no2_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	1	1.0
M_no2_e	Cloacibacillus_sp_DTU-UNIPD942	2	0.77
M_no2_e	Clostridiales_sp_DTU-UNIPD956	2	0.59
M_no2_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	1.0
M_no2_e	Firmicutes_sp_DTU-UNIPD940	1	1.0
M_no2_e	Firmicutes_sp_DTU-UNIPD974	1	1.0
M_no2_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.11
M_no2_e	Petrimonas_sp_DTU-UNIPD925	3	1.0
M_no2_e	Pseudorhodobacter_sp_DTU-UNIPD967	2	1.0
M_no2_e	Rikenellaceae_sp_DTU-UNIPD929	1	1.0
M_orn_e	Acetomicrobium_sp_DTU-UNIPD972	5	0.16000000000000003
M_orn_e	Actinobacteria_sp_DTU-UNIPD965	26	0.25512820512820517
M_orn_e	Alcaligenaceae_sp_DTU-UNIPD943	2	1.0
M_orn_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	19	0.31368421052631584
M_orn_e	Cloacibacillus_sp_DTU-UNIPD942	1	0.01
M_orn_e	Clostridia_sp_DTU-UNIPD924	13	0.2753846153846154
M_orn_e	Clostridia_sp_DTU-UNIPD946	2	0.51
M_orn_e	Clostridia_sp_DTU-UNIPD948	1	1.0
M_orn_e	Clostridia_sp_DTU-UNIPD951	2	1.0
M_orn_e	Clostridia_sp_DTU-UNIPD961	24	0.2104166666666667
M_orn_e	Clostridia_sp_DTU-UNIPD964	1	1.0
M_orn_e	Clostridiales_sp_DTU-UNIPD939	7	0.23285714285714285
M_orn_e	Fermentimonas_massiliensis_DTU-UNIPD960	2	0.625
M_orn_e	Firmicutes_sp_DTU-UNIPD921	6	0.6816666666666666
M_orn_e	Firmicutes_sp_DTU-UNIPD930	1	0.55
M_orn_e	Firmicutes_sp_DTU-UNIPD945	20	0.22466666666666665
M_orn_e	Firmicutes_sp_DTU-UNIPD954	2	1.0
M_orn_e	Methanoculleus_thermophilus_DTU-UNIPD927	1	0.02
M_orn_e	Synergistetes_sp_DTU-UNIPD919	3	1.0
M_orn_e	Syntrophomonas_sp_DTU-UNIPD935	2	0.615
M_pep_e	Acidaminococcales_sp_DTU-UNIPD952	1	0.32
M_phe__L_e	Aminobacterium_colombiense_DTU-UNIPD933	3	1.0
M_phe__L_e	Bacillus_sp_DTU-UNIPD918	8	1.0
M_phe__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	7	1.0
M_phe__L_e	Clostridia_sp_DTU-UNIPD961	4	0.95
M_phe__L_e	Firmicutes_sp_DTU-UNIPD954	2	1.0
M_phe__L_e	Firmicutes_sp_DTU-UNIPD974	1	1.0
M_phe__L_e	Syntrophomonas_sp_DTU-UNIPD935	9	0.8988888888888888
M_pheme_e	Actinobacteria_sp_DTU-UNIPD965	1	1.0
M_pheme_e	Alcaligenaceae_sp_DTU-UNIPD943	1	1.0
M_pheme_e	Aminobacterium_colombiense_DTU-UNIPD933	1	1.0
M_pheme_e	Bacillales_sp_DTU-UNIPD969	1	1.0
M_pheme_e	Bacillus_sp_DTU-UNIPD918	1	1.0
M_pheme_e	Bacillus_sp_DTU-UNIPD958	1	1.0
M_pheme_e	Burkholderiales_sp_DTU-UNIPD944	1	1.0
M_pheme_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	1	1.0
M_pheme_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	1	1.0
M_pheme_e	Catabacter_sp_DTU-UNIPD932	1	1.0
M_pheme_e	Cloacibacillus_sp_DTU-UNIPD942	1	1.0
M_pheme_e	Clostridia_sp_DTU-UNIPD948	1	1.0
M_pheme_e	Clostridia_sp_DTU-UNIPD951	1	1.0
M_pheme_e	Clostridia_sp_DTU-UNIPD964	1	1.0
M_pheme_e	Clostridia_sp_DTU-UNIPD970	1	1.0
M_pheme_e	Clostridiales_sp_DTU-UNIPD926	1	1.0
M_pheme_e	Clostridiales_sp_DTU-UNIPD939	1	1.0
M_pheme_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	1.0
M_pheme_e	Firmicutes_sp_DTU-UNIPD921	1	1.0
M_pheme_e	Firmicutes_sp_DTU-UNIPD940	1	1.0
M_pheme_e	Firmicutes_sp_DTU-UNIPD945	1	1.0
M_pheme_e	Limnochordia_sp_DTU-UNIPD962	1	1.0
M_pheme_e	Limnochordia_sp_DTU-UNIPD975	1	1.0
M_pheme_e	Petrimonas_sp_DTU-UNIPD925	1	1.0
M_pheme_e	Rikenellaceae_sp_DTU-UNIPD929	1	1.0
M_pheme_e	Ruminococcaceae_sp_DTU-UNIPD949	1	1.0
M_pheme_e	Sphaerochaeta_sp_DTU-UNIPD955	1	1.0
M_pheme_e	Sphaerochaeta_sp_DTU-UNIPD963	1	1.0
M_pheme_e	Syntrophomonas_sp_DTU-UNIPD935	1	1.0
M_pheme_e	bin_8_metaspades	1	1.0
M_pi_e	Acholeplasmatales_sp_DTU-UNIPD950	26	0.7296153846153846
M_pi_e	Acidaminococcales_sp_DTU-UNIPD952	5	0.916
M_pi_e	Actinobacteria_sp_DTU-UNIPD965	19	1.0
