compound	receiver	receives from	average probability to receive
M_h2o_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.01
M_h2o_e	Limnochordia_sp_DTU-UNIPD962	16	0.180625
M_h2o_e	Limnochordia_sp_DTU-UNIPD975	9	0.4396296296296296
M_h2o_e	Methanoculleus_thermophilus_DTU-UNIPD927	5	0.394
M_h2o_e	Methanothermobacter_wolfeii_DTU-UNIPD957	7	0.5485714285714286
M_h2o_e	Petrimonas_sp_DTU-UNIPD925	26	0.1715384615384615
M_h2o_e	Pseudorhodobacter_sp_DTU-UNIPD967	39	0.18068376068376066
M_h2o_e	Rikenellaceae_sp_DTU-UNIPD929	50	0.22519999999999998
M_h2o_e	Ruminococcaceae_sp_DTU-UNIPD949	10	0.045
M_h2o_e	Sphaerochaeta_sp_DTU-UNIPD955	47	0.29127659574468096
M_h2o_e	Synergistetes_sp_DTU-UNIPD919	39	0.14846153846153842
M_h2o_e	Syntrophomonas_sp_DTU-UNIPD935	2	0.05
M_h2o_e	Syntrophothermus_sp_DTU-UNIPD934	9	0.0811111111111111
M_h2o_e	Tepidanaerobacter_sp_DTU-UNIPD928	27	0.2982716049382716
M_h2o_e	bin_8_metaspades	25	0.21119999999999997
M_h2s_e	Acetomicrobium_sp_DTU-UNIPD972	28	0.06666666666666667
M_h2s_e	Acidaminococcales_sp_DTU-UNIPD952	51	0.9390196078431374
M_h2s_e	Actinobacteria_sp_DTU-UNIPD965	18	0.2492592592592593
M_h2s_e	Aeromicrobium_sp_DTU-UNIPD973	23	0.11420289855072463
M_h2s_e	Alcaligenaceae_sp_DTU-UNIPD943	22	0.033181818181818194
M_h2s_e	Aminobacterium_colombiense_DTU-UNIPD933	30	0.05166666666666669
M_h2s_e	Azonexus_sp_DTU-UNIPD953	28	0.03785714285714287
M_h2s_e	Bacillales_sp_DTU-UNIPD969	25	0.23173333333333324
M_h2s_e	Bacillus_sp_DTU-UNIPD918	5	0.014000000000000002
M_h2s_e	Bacillus_sp_DTU-UNIPD958	2	0.060000000000000005
M_h2s_e	Bacteroidales_sp_DTU-UNIPD922	5	0.5
M_h2s_e	Bacteroidales_sp_DTU-UNIPD936	9	0.013333333333333332
M_h2s_e	Burkholderiales_sp_DTU-UNIPD944	20	0.018000000000000006
M_h2s_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	11	0.028181818181818186
M_h2s_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	6	0.11166666666666669
M_h2s_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	48	0.9485416666666667
M_h2s_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	19	0.06421052631578948
M_h2s_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	27	0.05555555555555557
M_h2s_e	Cloacibacillus_sp_DTU-UNIPD942	2	0.105
M_h2s_e	Clostridia_sp_DTU-UNIPD924	5	0.10800000000000001
M_h2s_e	Clostridia_sp_DTU-UNIPD946	31	0.9402150537634408
M_h2s_e	Clostridia_sp_DTU-UNIPD948	24	0.07416666666666669
M_h2s_e	Clostridia_sp_DTU-UNIPD951	7	0.43714285714285717
M_h2s_e	Clostridia_sp_DTU-UNIPD961	10	0.30799999999999994
M_h2s_e	Clostridia_sp_DTU-UNIPD964	13	0.3379487179487179
M_h2s_e	Clostridia_sp_DTU-UNIPD970	18	0.39537037037037037
M_h2s_e	Clostridiales_sp_DTU-UNIPD926	4	0.022499999999999996
M_h2s_e	Clostridiales_sp_DTU-UNIPD939	19	0.2574162679425837
M_h2s_e	Clostridiales_sp_DTU-UNIPD956	13	0.09461538461538462
M_h2s_e	Clostridiales_sp_DTU-UNIPD971	14	0.20714285714285707
M_h2s_e	Fermentimonas_massiliensis_DTU-UNIPD960	5	0.034
M_h2s_e	Firmicutes_sp_DTU-UNIPD921	4	0.045000000000000005
M_h2s_e	Firmicutes_sp_DTU-UNIPD930	3	0.08333333333333333
M_h2s_e	Firmicutes_sp_DTU-UNIPD938	9	0.1259259259259259
M_h2s_e	Firmicutes_sp_DTU-UNIPD940	10	0.167
M_h2s_e	Firmicutes_sp_DTU-UNIPD945	50	0.9702
M_h2s_e	Firmicutes_sp_DTU-UNIPD954	17	0.14882352941176472
M_h2s_e	Firmicutes_sp_DTU-UNIPD959	11	0.15272727272727274
M_h2s_e	Firmicutes_sp_DTU-UNIPD966	20	0.15216666666666662
M_h2s_e	Firmicutes_sp_DTU-UNIPD974	2	0.01
M_h2s_e	Ilumatobacter_sp_DTU-UNIPD920	15	0.08888888888888888
M_h2s_e	Limnochordia_sp_DTU-UNIPD962	15	0.5157777777777777
M_h2s_e	Methanoculleus_thermophilus_DTU-UNIPD927	13	0.2623076923076923
M_h2s_e	Methanothermobacter_wolfeii_DTU-UNIPD957	12	0.4413888888888889
M_h2s_e	Petrimonas_sp_DTU-UNIPD925	15	0.051333333333333335
M_h2s_e	Pseudorhodobacter_sp_DTU-UNIPD967	28	0.10976190476190466
M_h2s_e	Rikenellaceae_sp_DTU-UNIPD929	47	0.11021276595744682
M_h2s_e	Ruminococcaceae_sp_DTU-UNIPD949	11	0.07
M_h2s_e	Ruminococcaceae_sp_DTU-UNIPD968	6	0.31222222222222223
M_h2s_e	Sphaerochaeta_sp_DTU-UNIPD955	38	0.0657017543859649
M_h2s_e	Sphaerochaeta_sp_DTU-UNIPD963	18	0.05555555555555555
M_h2s_e	Synergistetes_sp_DTU-UNIPD919	56	0.9208333333333333
M_h2s_e	Syntrophomonas_sp_DTU-UNIPD935	8	0.06916666666666667
M_h2s_e	Syntrophothermus_sp_DTU-UNIPD934	20	0.08750000000000001
M_h2s_e	bin_8_metaspades	26	0.12884615384615386
M_h_e	Acetomicrobium_sp_DTU-UNIPD972	36	0.5038888888888889
M_h_e	Acidaminococcales_sp_DTU-UNIPD952	28	0.40464285714285714
M_h_e	Actinobacteria_sp_DTU-UNIPD965	16	0.23770833333333327
M_h_e	Aeromicrobium_sp_DTU-UNIPD973	19	0.08052631578947368
M_h_e	Alcaligenaceae_sp_DTU-UNIPD943	28	0.07000000000000002
M_h_e	Aminobacterium_colombiense_DTU-UNIPD933	10	0.11400000000000002
M_h_e	Azonexus_sp_DTU-UNIPD953	42	0.08857142857142855
M_h_e	Bacillales_sp_DTU-UNIPD969	23	0.3111594202898551
M_h_e	Bacillus_sp_DTU-UNIPD918	13	0.14846153846153845
M_h_e	Bacillus_sp_DTU-UNIPD958	1	0.03
M_h_e	Bacteroidales_sp_DTU-UNIPD936	43	0.19232558139534878
M_h_e	Burkholderiales_sp_DTU-UNIPD944	31	0.09225806451612904
M_h_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	11	0.07
M_h_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	13	0.21153846153846154
M_h_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	2	0.06
M_h_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	10	0.11500000000000002
M_h_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	34	0.37499999999999994
M_h_e	Catabacter_sp_DTU-UNIPD932	41	0.19804878048780492
M_h_e	Cloacibacillus_sp_DTU-UNIPD942	4	0.155
M_h_e	Clostridia_sp_DTU-UNIPD924	10	0.15400000000000003
M_h_e	Clostridia_sp_DTU-UNIPD946	4	0.22583333333333333
M_h_e	Clostridia_sp_DTU-UNIPD948	21	0.08190476190476191
M_h_e	Clostridia_sp_DTU-UNIPD951	4	0.0675
M_h_e	Clostridia_sp_DTU-UNIPD961	1	0.03
M_h_e	Clostridia_sp_DTU-UNIPD964	5	0.398
M_h_e	Clostridia_sp_DTU-UNIPD970	12	0.45694444444444443
M_h_e	Clostridiales_sp_DTU-UNIPD926	26	0.34589743589743593
M_h_e	Clostridiales_sp_DTU-UNIPD939	23	0.5249407114624506
M_h_e	Clostridiales_sp_DTU-UNIPD956	3	0.06333333333333334
M_h_e	Clostridiales_sp_DTU-UNIPD971	11	0.1909090909090909
M_h_e	Fermentimonas_massiliensis_DTU-UNIPD960	12	0.1275
M_h_e	Firmicutes_sp_DTU-UNIPD921	2	0.14500000000000002
M_h_e	Firmicutes_sp_DTU-UNIPD923	40	0.49024999999999996
M_h_e	Firmicutes_sp_DTU-UNIPD930	5	0.23600000000000004
M_h_e	Firmicutes_sp_DTU-UNIPD938	13	0.4484615384615384
M_h_e	Firmicutes_sp_DTU-UNIPD940	17	0.21529411764705883
M_h_e	Firmicutes_sp_DTU-UNIPD945	40	0.6328333333333334
M_h_e	Firmicutes_sp_DTU-UNIPD954	18	0.24518518518518512
M_h_e	Firmicutes_sp_DTU-UNIPD959	7	0.19
M_h_e	Firmicutes_sp_DTU-UNIPD966	29	0.38666666666666666
M_h_e	Firmicutes_sp_DTU-UNIPD974	26	0.17807692307692308
M_h_e	Ilumatobacter_sp_DTU-UNIPD920	16	0.038125000000000006
M_h_e	Limnochordia_sp_DTU-UNIPD962	14	0.2323809523809524
M_h_e	Limnochordia_sp_DTU-UNIPD975	4	0.4783333333333333
M_h_e	Methanoculleus_thermophilus_DTU-UNIPD927	9	0.3755555555555554
M_h_e	Petrimonas_sp_DTU-UNIPD925	32	0.120625
M_h_e	Pseudorhodobacter_sp_DTU-UNIPD967	32	0.12187499999999994
M_h_e	Rikenellaceae_sp_DTU-UNIPD929	37	0.15459459459459454
M_h_e	Ruminococcaceae_sp_DTU-UNIPD949	10	0.08000000000000002
M_h_e	Ruminococcaceae_sp_DTU-UNIPD968	1	0.01
M_h_e	Sphaerochaeta_sp_DTU-UNIPD955	48	0.25256944444444435
M_h_e	Sphaerochaeta_sp_DTU-UNIPD963	17	0.13000000000000003
M_h_e	Synergistetes_sp_DTU-UNIPD919	38	0.11938596491228069
M_h_e	Syntrophomonas_sp_DTU-UNIPD935	12	0.20583333333333334
M_h_e	Syntrophothermus_sp_DTU-UNIPD934	15	0.16333333333333339
M_h_e	Tepidanaerobacter_sp_DTU-UNIPD928	14	0.13857142857142857
M_h_e	bin_8_metaspades	28	0.1685714285714286
M_his__L_e	Acetomicrobium_sp_DTU-UNIPD972	4	1.0
M_his__L_e	Acholeplasmatales_sp_DTU-UNIPD950	4	1.0
M_his__L_e	Acidaminococcales_sp_DTU-UNIPD952	4	1.0
M_his__L_e	Alcaligenaceae_sp_DTU-UNIPD943	2	0.034999999999999996
M_his__L_e	Aminobacterium_colombiense_DTU-UNIPD933	2	0.21
M_his__L_e	Azonexus_sp_DTU-UNIPD953	1	0.01
M_his__L_e	Bacteroidales_sp_DTU-UNIPD922	4	1.0
M_his__L_e	Bacteroidales_sp_DTU-UNIPD936	4	1.0
M_his__L_e	Burkholderiales_sp_DTU-UNIPD944	1	0.01
M_his__L_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	2	0.01
M_his__L_e	Cloacibacillus_sp_DTU-UNIPD942	1	0.5
M_his__L_e	Clostridia_sp_DTU-UNIPD924	1	0.01
M_his__L_e	Clostridia_sp_DTU-UNIPD946	1	0.04
M_his__L_e	Clostridia_sp_DTU-UNIPD970	1	0.3333333333333333
M_his__L_e	Clostridiales_sp_DTU-UNIPD939	4	1.0
M_his__L_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	0.01
M_his__L_e	Firmicutes_sp_DTU-UNIPD921	1	1.0
M_his__L_e	Firmicutes_sp_DTU-UNIPD923	4	1.0
M_his__L_e	Firmicutes_sp_DTU-UNIPD938	2	0.26666666666666666
M_his__L_e	Firmicutes_sp_DTU-UNIPD940	3	0.8333333333333334
M_his__L_e	Firmicutes_sp_DTU-UNIPD959	4	1.0
M_his__L_e	Firmicutes_sp_DTU-UNIPD966	3	1.0
M_his__L_e	Firmicutes_sp_DTU-UNIPD974	4	1.0
M_his__L_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.5
M_his__L_e	Limnochordia_sp_DTU-UNIPD975	4	1.0
M_his__L_e	Petrimonas_sp_DTU-UNIPD925	1	0.01
M_his__L_e	Pseudorhodobacter_sp_DTU-UNIPD967	1	0.01
M_his__L_e	Rikenellaceae_sp_DTU-UNIPD929	4	1.0
M_his__L_e	Sphaerochaeta_sp_DTU-UNIPD955	3	0.06333333333333334
M_his__L_e	Sphaerochaeta_sp_DTU-UNIPD963	1	0.01
M_his__L_e	Synergistetes_sp_DTU-UNIPD919	4	1.0
M_his__L_e	Syntrophothermus_sp_DTU-UNIPD934	1	0.04
M_his__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	1	0.03
M_his__L_e	bin_8_metaspades	4	1.0
M_hxa_e	Acidaminococcales_sp_DTU-UNIPD952	1	1.0
M_hxa_e	Azonexus_sp_DTU-UNIPD953	1	0.12
M_hxa_e	Firmicutes_sp_DTU-UNIPD945	1	0.02
M_hxa_e	Petrimonas_sp_DTU-UNIPD925	1	0.02
M_hxan_e	Actinobacteria_sp_DTU-UNIPD965	1	0.02
M_hxan_e	Aminobacterium_colombiense_DTU-UNIPD933	2	0.01
M_hxan_e	Bacillales_sp_DTU-UNIPD969	7	1.0
M_hxan_e	Bacillus_sp_DTU-UNIPD958	1	0.25
M_hxan_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	0.05
M_hxan_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	1	0.5
M_hxan_e	Catabacter_sp_DTU-UNIPD932	3	0.18666666666666668
M_hxan_e	Clostridia_sp_DTU-UNIPD924	1	0.01
M_hxan_e	Clostridia_sp_DTU-UNIPD948	2	0.04
M_hxan_e	Clostridia_sp_DTU-UNIPD951	1	1.0
M_hxan_e	Clostridiales_sp_DTU-UNIPD939	4	0.78
M_hxan_e	Clostridiales_sp_DTU-UNIPD956	1	0.02
M_hxan_e	Firmicutes_sp_DTU-UNIPD954	2	0.02
M_hxan_e	Rikenellaceae_sp_DTU-UNIPD929	2	0.01
M_hxan_e	Ruminococcaceae_sp_DTU-UNIPD949	3	0.21333333333333335
M_hxan_e	Ruminococcaceae_sp_DTU-UNIPD968	6	1.0
M_hxan_e	Sphaerochaeta_sp_DTU-UNIPD955	2	0.015
M_hxan_e	Sphaerochaeta_sp_DTU-UNIPD963	1	0.01
M_hxan_e	Syntrophomonas_sp_DTU-UNIPD935	1	0.5
M_hxan_e	bin_8_metaspades	7	1.0
M_icit_e	Burkholderiales_sp_DTU-UNIPD944	1	0.12
M_icit_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.67
M_id3acald_e	Acetomicrobium_sp_DTU-UNIPD972	4	1.0
M_id3acald_e	Acholeplasmatales_sp_DTU-UNIPD950	3	0.8300000000000001
M_id3acald_e	Aminobacterium_colombiense_DTU-UNIPD933	3	1.0
M_id3acald_e	Bacteroidales_sp_DTU-UNIPD936	3	0.06666666666666667
M_id3acald_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	0.03
M_id3acald_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	2	1.0
M_id3acald_e	Catabacter_sp_DTU-UNIPD932	3	0.6833333333333332
M_id3acald_e	Cloacibacillus_sp_DTU-UNIPD942	3	1.0
M_id3acald_e	Clostridia_sp_DTU-UNIPD961	4	0.785
M_id3acald_e	Clostridia_sp_DTU-UNIPD970	1	0.25
M_id3acald_e	Clostridiales_sp_DTU-UNIPD926	2	1.0
M_id3acald_e	Firmicutes_sp_DTU-UNIPD921	1	0.03
M_id3acald_e	Firmicutes_sp_DTU-UNIPD923	3	1.0
M_id3acald_e	Firmicutes_sp_DTU-UNIPD940	3	1.0
M_id3acald_e	Firmicutes_sp_DTU-UNIPD945	2	1.0
M_id3acald_e	Limnochordia_sp_DTU-UNIPD975	3	1.0
M_id3acald_e	Pseudorhodobacter_sp_DTU-UNIPD967	1	0.3333333333333333
M_id3acald_e	Synergistetes_sp_DTU-UNIPD919	4	0.8275
M_id3acald_e	Syntrophomonas_sp_DTU-UNIPD935	3	0.9233333333333333
M_id3acald_e	Tepidanaerobacter_sp_DTU-UNIPD928	4	0.81
M_id3acald_e	bin_8_metaspades	2	1.0
M_idon__L_e	Sphaerochaeta_sp_DTU-UNIPD955	1	0.02
M_ile__L_e	Acetomicrobium_sp_DTU-UNIPD972	8	0.037500000000000006
M_ile__L_e	Acholeplasmatales_sp_DTU-UNIPD950	12	0.9341666666666667
M_ile__L_e	Acidaminococcales_sp_DTU-UNIPD952	22	1.0
M_ile__L_e	Actinobacteria_sp_DTU-UNIPD965	10	0.24366666666666664
M_ile__L_e	Aeromicrobium_sp_DTU-UNIPD973	11	0.18090909090909094
M_ile__L_e	Alcaligenaceae_sp_DTU-UNIPD943	9	0.11333333333333334
M_ile__L_e	Aminobacterium_colombiense_DTU-UNIPD933	16	1.0
M_ile__L_e	Azonexus_sp_DTU-UNIPD953	15	0.21799999999999997
M_ile__L_e	Bacillales_sp_DTU-UNIPD969	6	0.02
M_ile__L_e	Bacillus_sp_DTU-UNIPD918	5	0.01
M_ile__L_e	Bacillus_sp_DTU-UNIPD958	5	0.33266666666666667
M_ile__L_e	Bacteroidales_sp_DTU-UNIPD922	22	1.0
M_ile__L_e	Bacteroidales_sp_DTU-UNIPD936	22	1.0
M_ile__L_e	Burkholderiales_sp_DTU-UNIPD944	21	1.0
M_ile__L_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	4	0.025
M_ile__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	7	0.10000000000000002
M_ile__L_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	3	0.016666666666666666
M_ile__L_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	21	1.0
M_ile__L_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	10	0.038
M_ile__L_e	Catabacter_sp_DTU-UNIPD932	21	1.0
M_ile__L_e	Cloacibacillus_sp_DTU-UNIPD942	2	0.025
M_ile__L_e	Clostridia_sp_DTU-UNIPD924	1	0.01
M_ile__L_e	Clostridia_sp_DTU-UNIPD946	4	0.09
M_ile__L_e	Clostridia_sp_DTU-UNIPD948	8	0.0175
M_ile__L_e	Clostridia_sp_DTU-UNIPD951	2	0.01
M_ile__L_e	Clostridia_sp_DTU-UNIPD961	21	1.0
M_ile__L_e	Clostridia_sp_DTU-UNIPD964	2	0.26
M_ile__L_e	Clostridia_sp_DTU-UNIPD970	6	0.47222222222222227
M_ile__L_e	Clostridiales_sp_DTU-UNIPD926	2	0.045
M_ile__L_e	Clostridiales_sp_DTU-UNIPD939	3	0.3144444444444444
M_ile__L_e	Clostridiales_sp_DTU-UNIPD956	6	0.01833333333333333
M_ile__L_e	Clostridiales_sp_DTU-UNIPD971	8	0.16125
M_ile__L_e	Fermentimonas_massiliensis_DTU-UNIPD960	2	0.02
M_ile__L_e	Firmicutes_sp_DTU-UNIPD921	2	0.034999999999999996
M_ile__L_e	Firmicutes_sp_DTU-UNIPD923	5	0.015999999999999997
M_ile__L_e	Firmicutes_sp_DTU-UNIPD930	4	0.22499999999999998
M_ile__L_e	Firmicutes_sp_DTU-UNIPD938	2	0.265
M_ile__L_e	Firmicutes_sp_DTU-UNIPD940	5	0.21200000000000002
M_ile__L_e	Firmicutes_sp_DTU-UNIPD945	7	0.12285714285714287
M_ile__L_e	Firmicutes_sp_DTU-UNIPD954	19	1.0
M_ile__L_e	Firmicutes_sp_DTU-UNIPD959	3	0.04
M_ile__L_e	Firmicutes_sp_DTU-UNIPD966	3	0.01
M_ile__L_e	Firmicutes_sp_DTU-UNIPD974	21	1.0
M_ile__L_e	Ilumatobacter_sp_DTU-UNIPD920	8	0.046250000000000006
M_ile__L_e	Limnochordia_sp_DTU-UNIPD962	3	0.013333333333333334
M_ile__L_e	Limnochordia_sp_DTU-UNIPD975	22	1.0
M_ile__L_e	Methanothermobacter_wolfeii_DTU-UNIPD957	2	0.19666666666666666
M_ile__L_e	Petrimonas_sp_DTU-UNIPD925	22	1.0
M_ile__L_e	Pseudorhodobacter_sp_DTU-UNIPD967	7	0.022857142857142854
M_ile__L_e	Rikenellaceae_sp_DTU-UNIPD929	21	1.0
M_ile__L_e	Ruminococcaceae_sp_DTU-UNIPD949	6	0.07555555555555556
M_ile__L_e	Ruminococcaceae_sp_DTU-UNIPD968	2	0.41666666666666663
M_ile__L_e	Sphaerochaeta_sp_DTU-UNIPD963	5	0.044
M_ile__L_e	Synergistetes_sp_DTU-UNIPD919	14	0.08071428571428574
M_ile__L_e	Syntrophomonas_sp_DTU-UNIPD935	3	0.02666666666666667
M_ile__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	11	0.04939393939393941
M_ile__L_e	bin_8_metaspades	22	1.0
M_indole_e	Acholeplasmatales_sp_DTU-UNIPD950	3	0.8366666666666666
M_indole_e	Aminobacterium_colombiense_DTU-UNIPD933	4	0.46249999999999997
M_indole_e	Bacteroidales_sp_DTU-UNIPD922	6	1.0
M_indole_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	5	0.8720000000000001
M_indole_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	4	1.0
M_indole_e	Catabacter_sp_DTU-UNIPD932	3	0.9133333333333332
M_indole_e	Clostridia_sp_DTU-UNIPD961	1	0.05
M_indole_e	Firmicutes_sp_DTU-UNIPD954	3	1.0
M_indole_e	Firmicutes_sp_DTU-UNIPD966	5	1.0
M_indole_e	Limnochordia_sp_DTU-UNIPD975	3	0.611111111111111
M_indole_e	Synergistetes_sp_DTU-UNIPD919	6	0.33
M_indole_e	Syntrophomonas_sp_DTU-UNIPD935	3	0.73
M_indole_e	Tepidanaerobacter_sp_DTU-UNIPD928	2	0.4
M_indole_e	bin_8_metaspades	5	0.5279999999999999
M_inost_e	Bacillus_sp_DTU-UNIPD918	2	0.01
M_inost_e	Bacteroidales_sp_DTU-UNIPD936	9	0.26
M_inost_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	0.03
M_inost_e	Catabacter_sp_DTU-UNIPD932	6	0.016666666666666666
M_inost_e	Clostridia_sp_DTU-UNIPD946	5	0.6486666666666666
M_inost_e	Clostridia_sp_DTU-UNIPD964	11	0.9545454545454546
M_inost_e	Clostridiales_sp_DTU-UNIPD971	9	0.2944444444444445
M_inost_e	Firmicutes_sp_DTU-UNIPD954	2	0.04
M_inost_e	Firmicutes_sp_DTU-UNIPD966	1	0.01
M_inost_e	Methanoculleus_thermophilus_DTU-UNIPD927	2	0.05
M_inost_e	Ruminococcaceae_sp_DTU-UNIPD949	1	0.02
M_inost_e	Sphaerochaeta_sp_DTU-UNIPD955	7	0.054285714285714284
M_inost_e	Sphaerochaeta_sp_DTU-UNIPD963	14	0.8728571428571429
M_inost_e	bin_8_metaspades	3	0.05666666666666667
M_ins_e	Clostridiales_sp_DTU-UNIPD956	2	0.97
M_ins_e	Rikenellaceae_sp_DTU-UNIPD929	3	0.6833333333333332
M_lac__D_e	Acetomicrobium_sp_DTU-UNIPD972	7	0.7257142857142858
M_lac__D_e	Aminobacterium_colombiense_DTU-UNIPD933	5	0.042
M_lac__D_e	Burkholderiales_sp_DTU-UNIPD944	4	0.06
M_lac__D_e	Clostridia_sp_DTU-UNIPD970	1	0.7
M_lac__D_e	Firmicutes_sp_DTU-UNIPD940	1	0.05
M_lac__D_e	Sphaerochaeta_sp_DTU-UNIPD955	4	0.205
M_lac__D_e	Syntrophomonas_sp_DTU-UNIPD935	1	0.07
M_lac__L_e	Acetomicrobium_sp_DTU-UNIPD972	7	0.5852380952380952
M_lac__L_e	Aminobacterium_colombiense_DTU-UNIPD933	6	0.03833333333333334
M_lac__L_e	Bacillus_sp_DTU-UNIPD918	3	0.05666666666666667
M_lac__L_e	Bacillus_sp_DTU-UNIPD958	1	0.95
M_lac__L_e	Burkholderiales_sp_DTU-UNIPD944	3	0.03333333333333333
M_lac__L_e	Catabacter_sp_DTU-UNIPD932	2	0.025
M_lac__L_e	Firmicutes_sp_DTU-UNIPD930	1	0.13
M_lac__L_e	Pseudorhodobacter_sp_DTU-UNIPD967	5	0.019999999999999997
M_lac__L_e	Syntrophomonas_sp_DTU-UNIPD935	2	0.04
M_leu__L_e	Acetomicrobium_sp_DTU-UNIPD972	1	0.13
M_leu__L_e	Acholeplasmatales_sp_DTU-UNIPD950	17	1.0
M_leu__L_e	Acidaminococcales_sp_DTU-UNIPD952	20	1.0
M_leu__L_e	Actinobacteria_sp_DTU-UNIPD965	17	1.0
M_leu__L_e	Alcaligenaceae_sp_DTU-UNIPD943	8	0.045
M_leu__L_e	Aminobacterium_colombiense_DTU-UNIPD933	12	0.10916666666666668
M_leu__L_e	Azonexus_sp_DTU-UNIPD953	7	0.08285714285714287
M_leu__L_e	Bacillales_sp_DTU-UNIPD969	9	0.07925925925925927
M_leu__L_e	Bacillus_sp_DTU-UNIPD918	9	0.13555555555555554
M_leu__L_e	Bacteroidales_sp_DTU-UNIPD922	20	1.0
M_leu__L_e	Bacteroidales_sp_DTU-UNIPD936	20	1.0
M_leu__L_e	Burkholderiales_sp_DTU-UNIPD944	14	0.08214285714285716
M_leu__L_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	0.18
M_leu__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	6	0.2333333333333333
M_leu__L_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	5	0.15
M_leu__L_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	20	1.0
M_leu__L_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	4	0.10750000000000001
M_leu__L_e	Catabacter_sp_DTU-UNIPD932	13	0.18076923076923077
M_leu__L_e	Cloacibacillus_sp_DTU-UNIPD942	1	0.11
M_leu__L_e	Clostridia_sp_DTU-UNIPD924	4	0.10750000000000001
M_leu__L_e	Clostridia_sp_DTU-UNIPD946	4	0.1875
M_leu__L_e	Clostridia_sp_DTU-UNIPD948	9	0.1277777777777778
M_leu__L_e	Clostridia_sp_DTU-UNIPD951	2	0.12000000000000001
M_leu__L_e	Clostridia_sp_DTU-UNIPD961	20	1.0
M_leu__L_e	Clostridia_sp_DTU-UNIPD964	2	0.21000000000000002
M_leu__L_e	Clostridia_sp_DTU-UNIPD970	2	0.235
M_leu__L_e	Clostridiales_sp_DTU-UNIPD926	1	0.25
M_leu__L_e	Clostridiales_sp_DTU-UNIPD939	1	0.01
M_leu__L_e	Clostridiales_sp_DTU-UNIPD956	8	0.07875
M_leu__L_e	Clostridiales_sp_DTU-UNIPD971	19	1.0
M_leu__L_e	Fermentimonas_massiliensis_DTU-UNIPD960	2	0.10500000000000001
M_leu__L_e	Firmicutes_sp_DTU-UNIPD921	3	0.27
M_leu__L_e	Firmicutes_sp_DTU-UNIPD923	17	1.0
M_leu__L_e	Firmicutes_sp_DTU-UNIPD930	3	0.15666666666666665
M_leu__L_e	Firmicutes_sp_DTU-UNIPD938	6	0.15166666666666667
M_leu__L_e	Firmicutes_sp_DTU-UNIPD940	5	0.13399999999999998
M_leu__L_e	Firmicutes_sp_DTU-UNIPD945	9	0.15888888888888889
M_leu__L_e	Firmicutes_sp_DTU-UNIPD954	18	1.0
M_leu__L_e	Firmicutes_sp_DTU-UNIPD959	19	1.0
M_leu__L_e	Firmicutes_sp_DTU-UNIPD966	15	1.0
M_leu__L_e	Firmicutes_sp_DTU-UNIPD974	5	0.096
M_leu__L_e	Ilumatobacter_sp_DTU-UNIPD920	7	0.2057142857142857
M_leu__L_e	Limnochordia_sp_DTU-UNIPD962	6	0.08
M_leu__L_e	Limnochordia_sp_DTU-UNIPD975	20	1.0
M_leu__L_e	Methanoculleus_thermophilus_DTU-UNIPD927	5	0.092
M_leu__L_e	Methanothermobacter_wolfeii_DTU-UNIPD957	1	0.25
M_leu__L_e	Petrimonas_sp_DTU-UNIPD925	20	1.0
M_leu__L_e	Pseudorhodobacter_sp_DTU-UNIPD967	8	0.1025
M_leu__L_e	Rikenellaceae_sp_DTU-UNIPD929	19	1.0
