compound	receiver	receives from	average probability to receive
M_asp__L_e	Clostridiales_sp_DTU-UNIPD971	1	0.07
M_asp__L_e	Fermentimonas_massiliensis_DTU-UNIPD960	2	0.025
M_asp__L_e	Firmicutes_sp_DTU-UNIPD921	1	0.01
M_asp__L_e	Firmicutes_sp_DTU-UNIPD923	6	0.18333333333333335
M_asp__L_e	Firmicutes_sp_DTU-UNIPD930	2	0.39666666666666667
M_asp__L_e	Firmicutes_sp_DTU-UNIPD938	7	0.3514285714285715
M_asp__L_e	Firmicutes_sp_DTU-UNIPD945	12	1.0
M_asp__L_e	Firmicutes_sp_DTU-UNIPD954	2	0.14
M_asp__L_e	Firmicutes_sp_DTU-UNIPD966	10	1.0
M_asp__L_e	Ilumatobacter_sp_DTU-UNIPD920	6	0.055
M_asp__L_e	Limnochordia_sp_DTU-UNIPD962	2	0.02
M_asp__L_e	Methanoculleus_thermophilus_DTU-UNIPD927	4	0.165
M_asp__L_e	Petrimonas_sp_DTU-UNIPD925	4	0.1275
M_asp__L_e	Pseudorhodobacter_sp_DTU-UNIPD967	5	0.25
M_asp__L_e	Ruminococcaceae_sp_DTU-UNIPD949	3	0.023333333333333334
M_asp__L_e	Ruminococcaceae_sp_DTU-UNIPD968	2	0.41666666666666663
M_asp__L_e	Sphaerochaeta_sp_DTU-UNIPD955	1	0.01
M_asp__L_e	Sphaerochaeta_sp_DTU-UNIPD963	2	0.03
M_asp__L_e	Synergistetes_sp_DTU-UNIPD919	5	0.041999999999999996
M_asp__L_e	Syntrophomonas_sp_DTU-UNIPD935	3	0.29444444444444445
M_asp__L_e	Syntrophothermus_sp_DTU-UNIPD934	7	0.40714285714285714
M_asp__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	5	0.036000000000000004
M_asp__L_e	bin_8_metaspades	3	0.05666666666666667
M_btd_RR_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	0.05
M_btoh_e	Clostridia_sp_DTU-UNIPD924	1	0.05
M_but_e	Aminobacterium_colombiense_DTU-UNIPD933	1	1.0
M_but_e	Clostridia_sp_DTU-UNIPD924	1	0.01
M_but_e	Clostridiales_sp_DTU-UNIPD956	1	0.04
M_but_e	Petrimonas_sp_DTU-UNIPD925	1	1.0
M_bz_e	Acetomicrobium_sp_DTU-UNIPD972	7	1.0
M_bz_e	Acholeplasmatales_sp_DTU-UNIPD950	9	1.0
M_bz_e	Acidaminococcales_sp_DTU-UNIPD952	10	1.0
M_bz_e	Actinobacteria_sp_DTU-UNIPD965	10	1.0
M_bz_e	Aeromicrobium_sp_DTU-UNIPD973	1	0.05
M_bz_e	Alcaligenaceae_sp_DTU-UNIPD943	5	0.9359999999999999
M_bz_e	Aminobacterium_colombiense_DTU-UNIPD933	2	1.0
M_bz_e	Azonexus_sp_DTU-UNIPD953	10	1.0
M_bz_e	Bacteroidales_sp_DTU-UNIPD922	9	1.0
M_bz_e	Bacteroidales_sp_DTU-UNIPD936	7	1.0
M_bz_e	Burkholderiales_sp_DTU-UNIPD944	5	1.0
M_bz_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.035
M_bz_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	9	1.0
M_bz_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	9	0.8888888888888888
M_bz_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	6	1.0
M_bz_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	4	0.04750000000000001
M_bz_e	Catabacter_sp_DTU-UNIPD932	9	1.0
M_bz_e	Cloacibacillus_sp_DTU-UNIPD942	5	1.0
M_bz_e	Clostridia_sp_DTU-UNIPD924	9	1.0
M_bz_e	Clostridia_sp_DTU-UNIPD946	8	1.0
M_bz_e	Clostridia_sp_DTU-UNIPD948	11	1.0
M_bz_e	Clostridia_sp_DTU-UNIPD951	3	1.0
M_bz_e	Clostridia_sp_DTU-UNIPD961	7	1.0
M_bz_e	Clostridia_sp_DTU-UNIPD964	9	1.0
M_bz_e	Clostridiales_sp_DTU-UNIPD939	7	1.0
M_bz_e	Clostridiales_sp_DTU-UNIPD956	6	0.985
M_bz_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	0.15
M_bz_e	Firmicutes_sp_DTU-UNIPD921	11	1.0
M_bz_e	Firmicutes_sp_DTU-UNIPD923	9	1.0
M_bz_e	Firmicutes_sp_DTU-UNIPD930	5	1.0
M_bz_e	Firmicutes_sp_DTU-UNIPD938	8	1.0
M_bz_e	Firmicutes_sp_DTU-UNIPD940	9	1.0
M_bz_e	Firmicutes_sp_DTU-UNIPD945	8	1.0
M_bz_e	Firmicutes_sp_DTU-UNIPD954	11	1.0
M_bz_e	Firmicutes_sp_DTU-UNIPD959	8	1.0
M_bz_e	Firmicutes_sp_DTU-UNIPD974	9	1.0
M_bz_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.06
M_bz_e	Limnochordia_sp_DTU-UNIPD975	7	1.0
M_bz_e	Pseudorhodobacter_sp_DTU-UNIPD967	8	0.88875
M_bz_e	Rikenellaceae_sp_DTU-UNIPD929	7	1.0
M_bz_e	Ruminococcaceae_sp_DTU-UNIPD968	7	1.0
M_bz_e	Sphaerochaeta_sp_DTU-UNIPD963	9	1.0
M_bz_e	Synergistetes_sp_DTU-UNIPD919	9	1.0
M_bz_e	Tepidanaerobacter_sp_DTU-UNIPD928	10	1.0
M_bz_e	bin_8_metaspades	8	1.0
M_catechol_e	Cloacibacillus_sp_DTU-UNIPD942	1	0.3333333333333333
M_cgly_e	Acetomicrobium_sp_DTU-UNIPD972	4	0.9824999999999999
M_cgly_e	Acholeplasmatales_sp_DTU-UNIPD950	1	1.0
M_cgly_e	Acidaminococcales_sp_DTU-UNIPD952	4	0.9166666666666666
M_cgly_e	Actinobacteria_sp_DTU-UNIPD965	1	0.31
M_cgly_e	Aeromicrobium_sp_DTU-UNIPD973	2	0.5883333333333334
M_cgly_e	Alcaligenaceae_sp_DTU-UNIPD943	3	0.11666666666666668
M_cgly_e	Aminobacterium_colombiense_DTU-UNIPD933	1	0.01
M_cgly_e	Azonexus_sp_DTU-UNIPD953	1	0.05
M_cgly_e	Bacillales_sp_DTU-UNIPD969	3	1.0
M_cgly_e	Bacillus_sp_DTU-UNIPD918	1	0.05
M_cgly_e	Bacteroidales_sp_DTU-UNIPD936	4	1.0
M_cgly_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	0.04
M_cgly_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	5	1.0
M_cgly_e	Catabacter_sp_DTU-UNIPD932	1	0.65
M_cgly_e	Cloacibacillus_sp_DTU-UNIPD942	1	0.05
M_cgly_e	Clostridia_sp_DTU-UNIPD946	1	1.0
M_cgly_e	Clostridia_sp_DTU-UNIPD948	1	0.01
M_cgly_e	Clostridia_sp_DTU-UNIPD970	1	0.3333333333333333
M_cgly_e	Clostridiales_sp_DTU-UNIPD926	1	0.01
M_cgly_e	Clostridiales_sp_DTU-UNIPD939	1	0.5
M_cgly_e	Clostridiales_sp_DTU-UNIPD956	2	0.065
M_cgly_e	Firmicutes_sp_DTU-UNIPD921	1	0.08
M_cgly_e	Firmicutes_sp_DTU-UNIPD923	4	1.0
M_cgly_e	Firmicutes_sp_DTU-UNIPD940	2	0.02
M_cgly_e	Firmicutes_sp_DTU-UNIPD945	4	0.42
M_cgly_e	Firmicutes_sp_DTU-UNIPD954	1	0.5
M_cgly_e	Firmicutes_sp_DTU-UNIPD974	1	0.03
M_cgly_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.04
M_cgly_e	Limnochordia_sp_DTU-UNIPD975	3	1.0
M_cgly_e	Pseudorhodobacter_sp_DTU-UNIPD967	1	0.32
M_cgly_e	Rikenellaceae_sp_DTU-UNIPD929	2	0.25
M_cgly_e	Ruminococcaceae_sp_DTU-UNIPD949	1	0.6666666666666666
M_cgly_e	Ruminococcaceae_sp_DTU-UNIPD968	2	1.0
M_cgly_e	Synergistetes_sp_DTU-UNIPD919	2	0.665
M_cgly_e	Syntrophomonas_sp_DTU-UNIPD935	1	1.0
M_cgly_e	Syntrophothermus_sp_DTU-UNIPD934	4	0.605
M_cgly_e	Tepidanaerobacter_sp_DTU-UNIPD928	1	0.3333333333333333
M_chol_e	Alcaligenaceae_sp_DTU-UNIPD943	3	0.06
M_chol_e	Burkholderiales_sp_DTU-UNIPD944	2	0.155
M_chol_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	2	0.185
M_chol_e	Cloacibacillus_sp_DTU-UNIPD942	1	0.01
M_chol_e	Clostridia_sp_DTU-UNIPD946	3	0.4633333333333334
M_chol_e	Clostridia_sp_DTU-UNIPD951	1	0.02
M_chol_e	Firmicutes_sp_DTU-UNIPD945	6	0.6016666666666667
M_chol_e	Limnochordia_sp_DTU-UNIPD962	1	0.04
M_chol_e	Pseudorhodobacter_sp_DTU-UNIPD967	1	0.03
M_chor_e	Aminobacterium_colombiense_DTU-UNIPD933	5	1.0
M_chor_e	Bacteroidales_sp_DTU-UNIPD922	6	1.0
M_chor_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	7	0.8157142857142857
M_chor_e	Catabacter_sp_DTU-UNIPD932	5	1.0
M_chor_e	Clostridia_sp_DTU-UNIPD961	7	0.9628571428571429
M_chor_e	Clostridia_sp_DTU-UNIPD970	7	1.0
M_chor_e	Clostridiales_sp_DTU-UNIPD926	1	0.5
M_chor_e	Firmicutes_sp_DTU-UNIPD923	8	1.0
M_chor_e	Firmicutes_sp_DTU-UNIPD945	7	1.0
M_chor_e	Firmicutes_sp_DTU-UNIPD954	5	1.0
M_chor_e	Firmicutes_sp_DTU-UNIPD959	6	1.0
M_chor_e	Firmicutes_sp_DTU-UNIPD966	4	0.9375
M_chor_e	Firmicutes_sp_DTU-UNIPD974	7	0.9028571428571429
M_chor_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.01
M_chor_e	Limnochordia_sp_DTU-UNIPD975	6	0.9416666666666668
M_chor_e	Methanothermobacter_wolfeii_DTU-UNIPD957	1	0.5
M_chor_e	Pseudorhodobacter_sp_DTU-UNIPD967	6	0.9866666666666667
M_chor_e	Sphaerochaeta_sp_DTU-UNIPD955	5	1.0
M_citr__L_e	Pseudorhodobacter_sp_DTU-UNIPD967	3	0.09333333333333334
M_citr__L_e	Rikenellaceae_sp_DTU-UNIPD929	3	0.08666666666666667
M_cmp_e	Ilumatobacter_sp_DTU-UNIPD920	2	1.0
M_cmp_e	Methanoculleus_thermophilus_DTU-UNIPD927	1	1.0
M_cmp_e	Sphaerochaeta_sp_DTU-UNIPD963	1	1.0
M_co2_e	Actinobacteria_sp_DTU-UNIPD965	6	0.14277777777777778
M_co2_e	Azonexus_sp_DTU-UNIPD953	1	0.01
M_co2_e	Bacillales_sp_DTU-UNIPD969	1	0.01
M_co2_e	Bacillus_sp_DTU-UNIPD958	1	0.04
M_co2_e	Burkholderiales_sp_DTU-UNIPD944	3	0.013333333333333334
M_co2_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.015
M_co2_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	1	0.01
M_co2_e	Clostridia_sp_DTU-UNIPD961	2	0.5
M_co2_e	Clostridia_sp_DTU-UNIPD970	8	0.30416666666666664
M_co2_e	Clostridiales_sp_DTU-UNIPD956	3	0.11666666666666665
M_co2_e	Clostridiales_sp_DTU-UNIPD971	1	0.5
M_co2_e	Firmicutes_sp_DTU-UNIPD930	3	0.05666666666666667
M_co2_e	Firmicutes_sp_DTU-UNIPD974	1	0.01
M_co2_e	Methanoculleus_thermophilus_DTU-UNIPD927	2	0.055
M_co2_e	Pseudorhodobacter_sp_DTU-UNIPD967	4	0.26
M_co2_e	Rikenellaceae_sp_DTU-UNIPD929	7	0.012857142857142857
M_co2_e	Synergistetes_sp_DTU-UNIPD919	5	0.06200000000000001
M_co2_e	Syntrophothermus_sp_DTU-UNIPD934	6	0.23722222222222222
M_coa_e	Acholeplasmatales_sp_DTU-UNIPD950	2	0.75
M_coa_e	Acidaminococcales_sp_DTU-UNIPD952	5	1.0
M_coa_e	Bacteroidales_sp_DTU-UNIPD936	5	1.0
M_coa_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	3	0.8466666666666667
M_coa_e	Catabacter_sp_DTU-UNIPD932	4	0.7949999999999999
M_coa_e	Clostridia_sp_DTU-UNIPD948	1	1.0
M_coa_e	Clostridia_sp_DTU-UNIPD961	3	1.0
M_coa_e	Clostridiales_sp_DTU-UNIPD926	4	0.9275
M_coa_e	Clostridiales_sp_DTU-UNIPD956	1	1.0
M_coa_e	Firmicutes_sp_DTU-UNIPD923	4	1.0
M_coa_e	Firmicutes_sp_DTU-UNIPD938	3	1.0
M_coa_e	Firmicutes_sp_DTU-UNIPD959	2	1.0
M_coa_e	Firmicutes_sp_DTU-UNIPD974	3	1.0
M_coa_e	Limnochordia_sp_DTU-UNIPD975	3	1.0
M_coa_e	Sphaerochaeta_sp_DTU-UNIPD955	2	0.02
M_coa_e	bin_8_metaspades	2	1.0
M_cu2_e	Acetomicrobium_sp_DTU-UNIPD972	2	1.0
M_cu2_e	Acholeplasmatales_sp_DTU-UNIPD950	1	1.0
M_cu2_e	Acidaminococcales_sp_DTU-UNIPD952	2	1.0
M_cu2_e	Actinobacteria_sp_DTU-UNIPD965	1	1.0
M_cu2_e	Alcaligenaceae_sp_DTU-UNIPD943	2	1.0
M_cu2_e	Aminobacterium_colombiense_DTU-UNIPD933	2	1.0
M_cu2_e	Azonexus_sp_DTU-UNIPD953	2	1.0
M_cu2_e	Bacillales_sp_DTU-UNIPD969	2	1.0
M_cu2_e	Bacillus_sp_DTU-UNIPD958	2	1.0
M_cu2_e	Bacteroidales_sp_DTU-UNIPD922	1	1.0
M_cu2_e	Bacteroidales_sp_DTU-UNIPD936	2	1.0
M_cu2_e	Burkholderiales_sp_DTU-UNIPD944	2	1.0
M_cu2_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	1.0
M_cu2_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	2	1.0
M_cu2_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	1	1.0
M_cu2_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	2	1.0
M_cu2_e	Catabacter_sp_DTU-UNIPD932	1	1.0
M_cu2_e	Cloacibacillus_sp_DTU-UNIPD942	2	1.0
M_cu2_e	Clostridia_sp_DTU-UNIPD924	2	1.0
M_cu2_e	Clostridia_sp_DTU-UNIPD946	2	1.0
M_cu2_e	Clostridia_sp_DTU-UNIPD948	2	1.0
M_cu2_e	Clostridia_sp_DTU-UNIPD951	1	1.0
M_cu2_e	Clostridia_sp_DTU-UNIPD961	2	1.0
M_cu2_e	Clostridia_sp_DTU-UNIPD964	2	1.0
M_cu2_e	Clostridia_sp_DTU-UNIPD970	2	1.0
M_cu2_e	Clostridiales_sp_DTU-UNIPD926	1	1.0
M_cu2_e	Clostridiales_sp_DTU-UNIPD939	2	1.0
M_cu2_e	Clostridiales_sp_DTU-UNIPD971	1	1.0
M_cu2_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	1.0
M_cu2_e	Firmicutes_sp_DTU-UNIPD921	2	1.0
M_cu2_e	Firmicutes_sp_DTU-UNIPD923	1	1.0
M_cu2_e	Firmicutes_sp_DTU-UNIPD930	2	1.0
M_cu2_e	Firmicutes_sp_DTU-UNIPD938	2	1.0
M_cu2_e	Firmicutes_sp_DTU-UNIPD940	2	1.0
M_cu2_e	Firmicutes_sp_DTU-UNIPD945	1	1.0
M_cu2_e	Firmicutes_sp_DTU-UNIPD959	2	1.0
M_cu2_e	Firmicutes_sp_DTU-UNIPD966	2	1.0
M_cu2_e	Firmicutes_sp_DTU-UNIPD974	2	1.0
M_cu2_e	Ilumatobacter_sp_DTU-UNIPD920	1	1.0
M_cu2_e	Limnochordia_sp_DTU-UNIPD962	1	1.0
M_cu2_e	Limnochordia_sp_DTU-UNIPD975	1	1.0
M_cu2_e	Methanoculleus_thermophilus_DTU-UNIPD927	1	1.0
M_cu2_e	Methanothermobacter_wolfeii_DTU-UNIPD957	1	1.0
M_cu2_e	Petrimonas_sp_DTU-UNIPD925	2	1.0
M_cu2_e	Pseudorhodobacter_sp_DTU-UNIPD967	2	1.0
M_cu2_e	Rikenellaceae_sp_DTU-UNIPD929	2	1.0
M_cu2_e	Ruminococcaceae_sp_DTU-UNIPD949	2	1.0
M_cu2_e	Ruminococcaceae_sp_DTU-UNIPD968	2	1.0
M_cu2_e	Sphaerochaeta_sp_DTU-UNIPD955	2	1.0
M_cu2_e	Sphaerochaeta_sp_DTU-UNIPD963	2	1.0
M_cu2_e	Synergistetes_sp_DTU-UNIPD919	2	1.0
M_cu2_e	Syntrophomonas_sp_DTU-UNIPD935	2	1.0
M_cu2_e	Syntrophothermus_sp_DTU-UNIPD934	2	1.0
M_cu2_e	Tepidanaerobacter_sp_DTU-UNIPD928	2	1.0
M_cu2_e	bin_8_metaspades	1	1.0
M_cys__L_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	0.5
M_cys__L_e	Clostridia_sp_DTU-UNIPD946	2	0.5
M_cys__L_e	Clostridia_sp_DTU-UNIPD970	2	0.5833333333333333
M_cys__L_e	Clostridiales_sp_DTU-UNIPD939	1	0.16
M_cys__L_e	Clostridiales_sp_DTU-UNIPD956	1	1.0
M_cys__L_e	Limnochordia_sp_DTU-UNIPD962	2	1.0
M_cys__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	2	0.28
M_cytd_e	Acetomicrobium_sp_DTU-UNIPD972	1	0.48
M_cytd_e	Aeromicrobium_sp_DTU-UNIPD973	1	0.03
M_cytd_e	Clostridiales_sp_DTU-UNIPD926	1	0.04
M_cytd_e	Firmicutes_sp_DTU-UNIPD923	3	1.0
M_cytd_e	Limnochordia_sp_DTU-UNIPD975	3	1.0
M_cytd_e	Rikenellaceae_sp_DTU-UNIPD929	1	0.09
M_dcyt_e	Syntrophomonas_sp_DTU-UNIPD935	1	0.05
M_dha_e	Clostridiales_sp_DTU-UNIPD939	1	0.05
M_dha_e	Firmicutes_sp_DTU-UNIPD974	1	0.01
M_dha_e	Syntrophothermus_sp_DTU-UNIPD934	3	0.3
M_dha_e	Tepidanaerobacter_sp_DTU-UNIPD928	3	0.42
M_dtmp_e	Clostridia_sp_DTU-UNIPD951	1	1.0
M_dtmp_e	Firmicutes_sp_DTU-UNIPD938	2	1.0
M_dtmp_e	Firmicutes_sp_DTU-UNIPD954	2	1.0
M_etha_e	Acholeplasmatales_sp_DTU-UNIPD950	1	0.5
M_etha_e	Alcaligenaceae_sp_DTU-UNIPD943	9	0.15000000000000002
M_etha_e	Clostridia_sp_DTU-UNIPD964	1	0.08
M_etha_e	Pseudorhodobacter_sp_DTU-UNIPD967	15	0.04066666666666667
M_etha_e	Synergistetes_sp_DTU-UNIPD919	1	0.16
M_etha_e	Tepidanaerobacter_sp_DTU-UNIPD928	5	0.11400000000000002
M_etoh_e	Aeromicrobium_sp_DTU-UNIPD973	2	0.025
M_etoh_e	Alcaligenaceae_sp_DTU-UNIPD943	14	0.038571428571428576
M_etoh_e	Azonexus_sp_DTU-UNIPD953	18	0.04833333333333334
M_etoh_e	Bacillus_sp_DTU-UNIPD918	8	0.02125
M_etoh_e	Bacillus_sp_DTU-UNIPD958	2	0.030000000000000002
M_etoh_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	9	0.03333333333333334
M_etoh_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	11	0.06909090909090909
M_etoh_e	Cloacibacillus_sp_DTU-UNIPD942	2	0.18666666666666665
M_etoh_e	Clostridia_sp_DTU-UNIPD924	5	0.028000000000000004
M_etoh_e	Clostridia_sp_DTU-UNIPD948	12	0.03333333333333333
M_etoh_e	Clostridia_sp_DTU-UNIPD951	5	0.05800000000000001
M_etoh_e	Clostridia_sp_DTU-UNIPD961	2	0.045
M_etoh_e	Clostridia_sp_DTU-UNIPD964	1	0.02
M_etoh_e	Clostridia_sp_DTU-UNIPD970	16	0.8125
M_etoh_e	Clostridiales_sp_DTU-UNIPD956	7	0.15285714285714286
M_etoh_e	Firmicutes_sp_DTU-UNIPD921	4	0.04250000000000001
M_etoh_e	Firmicutes_sp_DTU-UNIPD940	9	0.04
M_etoh_e	Firmicutes_sp_DTU-UNIPD945	16	0.644375
M_etoh_e	Firmicutes_sp_DTU-UNIPD954	6	0.065
M_etoh_e	Limnochordia_sp_DTU-UNIPD962	7	0.10714285714285716
M_etoh_e	Pseudorhodobacter_sp_DTU-UNIPD967	19	0.05684210526315791
M_etoh_e	Sphaerochaeta_sp_DTU-UNIPD955	21	0.07285714285714287
M_etoh_e	Syntrophothermus_sp_DTU-UNIPD934	11	0.18393939393939396
M_fald_e	Firmicutes_sp_DTU-UNIPD959	1	0.02
M_fald_e	Firmicutes_sp_DTU-UNIPD966	2	0.08499999999999999
M_fe2_e	Acetomicrobium_sp_DTU-UNIPD972	14	0.07285714285714286
M_fe2_e	Acholeplasmatales_sp_DTU-UNIPD950	45	1.0
M_fe2_e	Acidaminococcales_sp_DTU-UNIPD952	17	0.2531372549019608
M_fe2_e	Actinobacteria_sp_DTU-UNIPD965	18	0.17240740740740743
M_fe2_e	Aeromicrobium_sp_DTU-UNIPD973	31	1.0
M_fe2_e	Alcaligenaceae_sp_DTU-UNIPD943	20	0.3415
M_fe2_e	Aminobacterium_colombiense_DTU-UNIPD933	4	0.04000000000000001
M_fe2_e	Azonexus_sp_DTU-UNIPD953	41	1.0
M_fe2_e	Bacillales_sp_DTU-UNIPD969	49	0.9931972789115646
M_fe2_e	Bacillus_sp_DTU-UNIPD918	25	1.0
M_fe2_e	Bacillus_sp_DTU-UNIPD958	13	0.6346153846153845
M_fe2_e	Bacteroidales_sp_DTU-UNIPD922	6	0.42166666666666663
M_fe2_e	Bacteroidales_sp_DTU-UNIPD936	31	0.04516129032258066
M_fe2_e	Burkholderiales_sp_DTU-UNIPD944	31	0.4097849462365591
M_fe2_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	16	0.034375
M_fe2_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	21	0.5385714285714287
M_fe2_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	4	0.5
M_fe2_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	30	0.3536666666666667
M_fe2_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	43	1.0
M_fe2_e	Catabacter_sp_DTU-UNIPD932	2	0.02
M_fe2_e	Cloacibacillus_sp_DTU-UNIPD942	3	0.17666666666666667
M_fe2_e	Clostridia_sp_DTU-UNIPD924	4	0.14
M_fe2_e	Clostridia_sp_DTU-UNIPD946	3	0.19777777777777775
M_fe2_e	Clostridia_sp_DTU-UNIPD948	2	0.025
M_fe2_e	Clostridia_sp_DTU-UNIPD951	3	0.8333333333333334
M_fe2_e	Clostridia_sp_DTU-UNIPD961	7	0.3685714285714286
M_fe2_e	Clostridia_sp_DTU-UNIPD964	16	0.82
M_fe2_e	Clostridia_sp_DTU-UNIPD970	41	1.0
M_fe2_e	Clostridiales_sp_DTU-UNIPD926	28	0.4857142857142857
M_fe2_e	Clostridiales_sp_DTU-UNIPD939	23	0.5468115942028985
M_fe2_e	Clostridiales_sp_DTU-UNIPD956	4	0.034999999999999996
M_fe2_e	Clostridiales_sp_DTU-UNIPD971	15	0.2613333333333333
M_fe2_e	Fermentimonas_massiliensis_DTU-UNIPD960	9	0.5611111111111112
M_fe2_e	Firmicutes_sp_DTU-UNIPD921	3	0.02666666666666667
M_fe2_e	Firmicutes_sp_DTU-UNIPD923	18	0.20111111111111113
M_fe2_e	Firmicutes_sp_DTU-UNIPD930	3	0.013333333333333334
M_fe2_e	Firmicutes_sp_DTU-UNIPD940	10	0.17300000000000001
M_fe2_e	Firmicutes_sp_DTU-UNIPD945	1	0.5
M_fe2_e	Firmicutes_sp_DTU-UNIPD954	5	0.364
M_fe2_e	Firmicutes_sp_DTU-UNIPD959	5	0.015999999999999997
M_fe2_e	Firmicutes_sp_DTU-UNIPD966	1	0.04
M_fe2_e	Firmicutes_sp_DTU-UNIPD974	6	0.026666666666666672
M_fe2_e	Ilumatobacter_sp_DTU-UNIPD920	44	1.0
M_fe2_e	Limnochordia_sp_DTU-UNIPD962	8	0.2745833333333333
M_fe2_e	Limnochordia_sp_DTU-UNIPD975	5	0.4666666666666666
M_fe2_e	Methanoculleus_thermophilus_DTU-UNIPD927	44	1.0
M_fe2_e	Methanothermobacter_wolfeii_DTU-UNIPD957	10	0.626
M_fe2_e	Petrimonas_sp_DTU-UNIPD925	29	0.4320689655172413
M_fe2_e	Pseudorhodobacter_sp_DTU-UNIPD967	39	0.9792307692307691
M_fe2_e	Rikenellaceae_sp_DTU-UNIPD929	33	0.08424242424242423
M_fe2_e	Ruminococcaceae_sp_DTU-UNIPD949	28	0.5799489795918368
M_fe2_e	Ruminococcaceae_sp_DTU-UNIPD968	15	0.6295555555555555
M_fe2_e	Sphaerochaeta_sp_DTU-UNIPD955	42	0.29095238095238096
M_fe2_e	Sphaerochaeta_sp_DTU-UNIPD963	34	0.43911764705882367
M_fe2_e	Synergistetes_sp_DTU-UNIPD919	40	0.3263333333333333
M_fe2_e	Syntrophomonas_sp_DTU-UNIPD935	29	0.4804597701149426
M_fe2_e	Syntrophothermus_sp_DTU-UNIPD934	49	1.0
M_fe2_e	Tepidanaerobacter_sp_DTU-UNIPD928	23	0.541159420289855
M_fe2_e	bin_8_metaspades	16	0.09187500000000001
M_fe3_e	Acetomicrobium_sp_DTU-UNIPD972	1	1.0
M_fe3_e	Acholeplasmatales_sp_DTU-UNIPD950	1	1.0
M_fe3_e	Acidaminococcales_sp_DTU-UNIPD952	1	1.0
M_fe3_e	Actinobacteria_sp_DTU-UNIPD965	1	1.0
M_fe3_e	Azonexus_sp_DTU-UNIPD953	1	1.0
M_fe3_e	Bacillales_sp_DTU-UNIPD969	1	1.0
M_fe3_e	Burkholderiales_sp_DTU-UNIPD944	1	0.45
M_fe3_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	1	1.0
M_fe3_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	1	1.0
M_fe3_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	1	0.5
M_fe3_e	Cloacibacillus_sp_DTU-UNIPD942	1	1.0
M_fe3_e	Clostridia_sp_DTU-UNIPD924	1	1.0
M_fe3_e	Clostridia_sp_DTU-UNIPD951	1	1.0
M_fe3_e	Clostridia_sp_DTU-UNIPD961	1	1.0
M_fe3_e	Clostridia_sp_DTU-UNIPD970	1	0.3333333333333333
M_fe3_e	Clostridiales_sp_DTU-UNIPD939	1	0.5
M_fe3_e	Clostridiales_sp_DTU-UNIPD956	1	1.0
M_fe3_e	Clostridiales_sp_DTU-UNIPD971	1	1.0
M_fe3_e	Firmicutes_sp_DTU-UNIPD923	1	1.0
M_fe3_e	Firmicutes_sp_DTU-UNIPD938	1	1.0
M_fe3_e	Firmicutes_sp_DTU-UNIPD940	1	1.0
M_fe3_e	Firmicutes_sp_DTU-UNIPD945	1	1.0
M_fe3_e	Firmicutes_sp_DTU-UNIPD959	1	1.0
M_fe3_e	Firmicutes_sp_DTU-UNIPD966	1	1.0
M_fe3_e	Limnochordia_sp_DTU-UNIPD962	1	1.0
M_fe3_e	Methanoculleus_thermophilus_DTU-UNIPD927	1	0.06
M_fe3_e	Petrimonas_sp_DTU-UNIPD925	1	0.64
M_fe3_e	Sphaerochaeta_sp_DTU-UNIPD963	1	0.87
M_fe3_e	Syntrophothermus_sp_DTU-UNIPD934	1	1.0
M_fol_e	Acholeplasmatales_sp_DTU-UNIPD950	6	1.0
